shared-library,"/usr/local/bin/node",0x00002550,0x0020c7b6
shared-library,"/usr/lib/libssl.0.9.7.dylib",0x90b7d8c0,0x90b9df42
shared-library,"/usr/lib/libcrypto.0.9.7.dylib",0x9640e600,0x964a8c92
shared-library,"/usr/lib/libSystem.B.dylib",0x9728e0a0,0x973c26d0
shared-library,"/usr/lib/libstdc++.6.dylib",0x951b0fb4,0x951f8005
shared-library,"/usr/lib/libgcc_s.1.dylib",0x901b5780,0x901bc71e
shared-library,"/usr/lib/system/libmathCommon.A.dylib",0x976062b0,0x976071e7
profiler,"begin",1
tick,0x972e5c17,0xbfffed30,0x0,4
code-creation,LazyCompile,0x647ae0,566,"UseSparseVariant native array.js:92"
function-creation,0x55d98c,0x647ae0
tick,0x85847,0xbfffe820,0x0,2,0x64542b,0x644804,0x642769,0x59f28b
code-creation,Stub,0x647d80,403,"GenericBinaryOpStub_ADD_OverwriteRight_NoSmiInStub_RegArgs_UnknownType_Default"
code-creation,Stub,0x648100,395,"GenericBinaryOpStub_ADD_Alloc_NoSmiInStub_RegArgs_UnknownType_Default"
code-creation,LazyCompile,0x6482a0,3958,"split native string.js:587"
function-creation,0x55f4c4,0x6482a0
code-creation,LazyCompile,0x649440,332,"NonStringToString native runtime.js:521"
function-creation,0x55e22c,0x649440
code-creation,LazyCompile,0x6495e0,435,"DefaultString native runtime.js:617"
function-creation,0x55e334,0x6495e0
code-creation,LazyCompile,0x649820,329,"toString native string.js:48"
function-creation,0x55e450,0x649820
code-creation,LazyCompile,0x6499c0,198,"IsPrimitive native runtime.js:589"
function-creation,0x55b560,0x6499c0
code-creation,Stub,0x649ae0,69,"RecordWrite"
code-creation,CallIC,0x649b40,276,"push"
code-creation,LoadIC,0x649c80,61,"ConvertToString"
code-creation,CallMiss,0x649cc0,154,"args_count: 4"
code-creation,CallIC,0x649d60,89,"Join"
code-creation,CallIC,0x649dc0,89,"UseSparseVariant"
code-creation,LoadIC,0x649e20,61,"$Array"
code-creation,CallPreMonomorphic,0x649e60,154,"args_count: 0"
code-creation,LoadIC,0x649f00,73,"Array"
code-creation,LoadIC,0x649f60,82,"join"
code-creation,CallIC,0x64a100,99,"call"
code-creation,LoadIC,0x64a180,62,"length"
code-creation,CallIC,0x64a1c0,130,"normalize"
code-creation,CallIC,0x64a260,150,"split"
code-creation,CallIC,0x64a300,89,"NonStringToString"
code-creation,CallIC,0x64a360,89,"DefaultString"
code-creation,LoadIC,0x64a3c0,100,"toString"
code-creation,CallMiss,0x64a440,154,"args_count: 0"
code-creation,CallIC,0x64a4e0,112,"toString"
code-creation,CallIC,0x64a560,89,"IsPrimitive"
code-creation,CallIC,0x64a5c0,89,"ToString"
code-creation,CallIC,0x64a620,130,"normalizeArray"
code-creation,CallIC,0x64a6c0,112,"join"
code-creation,LoadIC,0x64a740,61,"visited_arrays"
code-creation,CallIC,0x64a780,179,"pop"
code-creation,LazyCompile,0x64a840,696,"indexOf native string.js:109"
function-creation,0x55e6f8,0x64a840
tick,0x18153d,0xbfffe170,0x0,2,0x6416f7,0x59f3f9
code-creation,LazyCompile,0x64aba0,595,"charAt native string.js:64"
function-creation,0x55ac18,0x64aba0
code-creation,LazyCompile,0x64ae60,2018,"DoConstructRegExp native regexp.js:35"
function-creation,0x55fe70,0x64ae60
code-creation,Stub,0x64b760,681,"RegExpExecStub"
code-creation,LazyCompile,0x64c100,1848,"exec native regexp.js:186"
function-creation,0x55c318,0x64c100
code-creation,RegExp,0x64c9c0,670,"^http:\\/\\/"
code-creation,StoreIC,0x64cc80,118,"lastIndex"
code-creation,StoreIC,0x64cd00,118,"regExp"
code-creation,StoreIC,0x64cd80,118,"subject"
code-creation,StoreIC,0x64ce00,118,"answer"
code-creation,StoreIC,0x64ce80,118,"answerSaved"
code-creation,StoreIC,0x64cf00,118,"type"
code-creation,StoreIC,0x64cf80,118,"filename"
code-creation,CallIC,0x64d000,89,"DoConstructRegExp"
code-creation,LazyCompile,0x64d060,803,"match native string.js:176"
function-creation,0x55f5d0,0x64d060
code-creation,LoadIC,0x64d460,61,"regExpCache"
code-creation,LoadIC,0x64d4a0,62,"type"
code-creation,LoadIC,0x64d4e0,62,"lastIndex"
code-creation,LoadIC,0x64d520,62,"global"
code-creation,LoadIC,0x64d560,61,"lastMatchInfo"
code-creation,RegExp,0x64d5a0,580,"\\.node$"
tick,0x1e11b0,0xbfffe49c,0x32b72f,2,0x6401c1,0x59fc90,0x59fee2,0x640730,0x587f35,0x6418db,0x59f3f9
code-creation,LazyCompile,0x64d800,910,"replace native string.js:236"
function-creation,0x55c464,0x64d800
code-creation,LazyCompile,0x64dc60,425,"StringReplaceRegExp native string.js:278"
function-creation,0x55e1d8,0x64dc60
code-creation,RegExp,0x64e100,734,"^\\#\\!.*"
code-creation,StoreIC,0x64e400,118,"replaceString"
code-creation,LazyCompile,0x64e480,792,"lastIndexOf native string.js:127"
function-creation,0x55cc9c,0x64e480
tick,0x1e522c,0xbfffd3f0,0x32b747,2,0x64035f,0x59fc90,0x59fee2,0x640730,0x587f35,0x6418db,0x59f3f9
code-creation,Script,0x64e840,99,"fs"
tick,0x1e1bf9,0xbfffd850,0x32b72f,2,0x64055a,0x59fc90,0x59fee2,0x640730,0x587f35,0x6418db,0x59f3f9
code-creation,Stub,0x64e8e0,322,"GenericBinaryOpStub_BIT_OR_Alloc_StackArgs_UnknownType_Default"
code-creation,Stub,0x64ea40,334,"GenericBinaryOpStub_BIT_OR_OverwriteLeft_StackArgs_UnknownType_Default"
code-creation,Function,0x64eba0,1116,"stringToFlags fs:107"
code-creation,Function,0x64f0e0,70,"noop fs:123"
code-creation,Function,0x64f160,186," fs:352"
tick,0x12d43e,0xbfffd260,0x0,2,0x64055a,0x59fc90,0x59fee2,0x640730,0x587f35,0x6418db,0x59f3f9
code-creation,Stub,0x64f260,131,"CallFunction"
code-creation,Function,0x64f300,500," fs:350"
code-creation,CallInitialize,0x64f580,154,"args_count: 5"
code-creation,Function,0x64f620,352,"writeAll fs:349"
code-creation,Stub,0x64f800,323,"GenericBinaryOpStub_BIT_AND_Alloc_StackArgs_UnknownType_Default"
code-creation,Function,0x64f960,163,"fs.Stats._checkModeProperty fs:10"
code-creation,Function,0x64fa40,110,"fs.Stats.isDirectory fs:14"
code-creation,Function,0x64fb00,110,"fs.Stats.isFile fs:18"
code-creation,Function,0x64fbc0,110,"fs.Stats.isBlockDevice fs:22"
code-creation,Function,0x64fc80,110,"fs.Stats.isCharacterDevice fs:26"
code-creation,Function,0x64fd40,110,"fs.Stats.isSymbolicLink fs:30"
code-creation,Function,0x64fe00,110,"fs.Stats.isFIFO fs:34"
code-creation,Function,0x64fec0,110,"fs.Stats.isSocket fs:38"
code-creation,Stub,0x650100,193,"CallFunction"
code-creation,Function,0x6501e0,1221," fs:59"
code-creation,Function,0x650760,436,"doRead fs:53"
code-creation,Function,0x650980,589," fs:48"
code-creation,Function,0x650c60,351," fs:46"
code-creation,Function,0x650e40,508,"fs.readFile fs:42"
code-creation,Function,0x6510e0,1158,"fs.readFileSync fs:87"
code-creation,Function,0x651640,232,"fs.close fs:128"
code-creation,Function,0x651780,89,"fs.closeSync fs:132"
code-creation,Function,0x651820,345,"fs.open fs:136"
code-creation,Function,0x6519e0,199,"fs.openSync fs:141"
code-creation,Function,0x651b00,336," fs:156"
code-creation,Function,0x652100,802,"fs.read fs:146"
code-creation,Function,0x6524e0,1791,"fs.readSync fs:170"
tick,0xc7e67,0xbfffd800,0x0,2,0x64055a,0x59fc90,0x59fee2,0x640730,0x587f35,0x6418db,0x59f3f9
code-creation,Function,0x652cc0,1692,"fs.write fs:194"
code-creation,Function,0x653440,1349,"fs.writeSync fs:208"
code-creation,Function,0x653a40,249,"fs.rename fs:221"
code-creation,Function,0x653ba0,93,"fs.renameSync fs:225"
code-creation,Function,0x653c40,249,"fs.truncate fs:229"
code-creation,Function,0x653da0,93,"fs.truncateSync fs:233"
code-creation,Function,0x653e40,232,"fs.rmdir fs:237"
code-creation,Function,0x654100,89,"fs.rmdirSync fs:241"
code-creation,Function,0x6541a0,232,"fs.fdatasync fs:245"
code-creation,Function,0x6542e0,89,"fs.fdatasyncSync fs:249"
code-creation,Function,0x654380,232,"fs.fsync fs:253"
code-creation,Function,0x6544c0,89,"fs.fsyncSync fs:257"
code-creation,Function,0x654560,249,"fs.mkdir fs:261"
code-creation,Function,0x6546c0,93,"fs.mkdirSync fs:265"
code-creation,Function,0x654760,270,"fs.sendfile fs:269"
code-creation,Function,0x6548c0,101,"fs.sendfileSync fs:273"
code-creation,Function,0x654980,232,"fs.readdir fs:277"
code-creation,Function,0x654ac0,89,"fs.readdirSync fs:281"
code-creation,Function,0x654b60,232,"fs.fstat fs:285"
code-creation,Function,0x654ca0,232,"fs.lstat fs:289"
code-creation,Function,0x654de0,232,"fs.stat fs:293"
code-creation,Function,0x654f20,89,"fs.fstatSync fs:297"
code-creation,Function,0x654fc0,89,"fs.lstatSync fs:301"
code-creation,Function,0x655060,89,"fs.statSync fs:305"
code-creation,Function,0x655100,232,"fs.readlink fs:309"
code-creation,Function,0x655240,89,"fs.readlinkSync fs:313"
code-creation,Function,0x6552e0,249,"fs.symlink fs:317"
code-creation,Function,0x655440,93,"fs.symlinkSync fs:321"
code-creation,Function,0x6554e0,249,"fs.link fs:325"
code-creation,Function,0x655640,93,"fs.linkSync fs:329"
code-creation,Function,0x6556e0,232,"fs.unlink fs:333"
code-creation,Function,0x655820,89,"fs.unlinkSync fs:337"
code-creation,Function,0x6558c0,249,"fs.chmod fs:341"
code-creation,Function,0x655a20,93,"fs.chmodSync fs:345"
code-creation,Function,0x655ac0,348," fs:369"
code-creation,Function,0x655c80,513,"fs.writeFile fs:365"
tick,0x148db9,0xbfffd7c0,0x0,2,0x64055a,0x59fc90,0x59fee2,0x640730,0x587f35,0x6418db,0x59f3f9
code-creation,Function,0x656100,852,"fs.writeFileSync fs:378"
code-creation,Function,0x656500,124,"fs.cat fs:389"
code-creation,Function,0x6565c0,124,"fs.catSync fs:394"
code-creation,Function,0x656680,1329,"fs.watchFile fs:402"
code-creation,Function,0x656ca0,257,"fs.unwatchFile fs:429"
code-creation,Stub,0x656e00,155,"GenericBinaryOpStub_SUB_Alloc_NoSmiInStub_RegArgs_NumberType_Default"
code-creation,Function,0x658100,4474,"fs.realpathSync fs:443"
code-creation,Stub,0x6594e0,156,"FastNewContextStub"
code-creation,Function,0x659580,297,"done fs:511"
code-creation,Function,0x65a100,2423," fs:532"
code-creation,Function,0x65aba0,823," fs:525"
code-creation,Function,0x65af80,770,"next fs:517"
code-creation,Function,0x65b300,1321,"fs.realpath fs:499"
code-creation,Function,0x65b940,99,"fs.createReadStream fs:570"
code-creation,Function,0x65b9e0,270," fs:601"
code-creation,Function,0x65c100,1143,"ReadStream.fs.ReadStream fs:574"
tick,0x1481b2,0xbfffe3a0,0x0,2,0x64055a,0x59fc90,0x59fee2,0x640730,0x587f35,0x6418db,0x59f3f9
code-creation,Function,0x65c6a0,88,"ReadStream.setEncoding fs:617"
code-creation,Function,0x65c740,594," fs:629"
code-creation,Function,0x65ca40,412,"ReadStream._read fs:621"
code-creation,Function,0x65cc60,241,"ReadStream.forceClose fs:661"
code-creation,Function,0x65cda0,400," fs:675"
code-creation,Function,0x65cfa0,127,"close fs:674"
code-creation,Function,0x65d080,364,"ReadStream.destroy fs:670"
code-creation,Function,0x65d260,90,"ReadStream.pause fs:699"
code-creation,Function,0x65d300,241,"ReadStream.resume fs:704"
code-creation,Function,0x65d460,99,"fs.createWriteStream fs:717"
code-creation,Function,0x65d500,1401,"WriteStream.fs.WriteStream fs:721"
code-creation,Function,0x65e100,1204," fs:768"
code-creation,Function,0x65e680,746,"WriteStream.flush fs:754"
code-creation,Stub,0x65ea20,177,"FastCloneShallowArrayStub"
code-creation,Function,0x65eae0,1843,"WriteStream.write fs:810"
code-creation,Function,0x65f300,241,"WriteStream.close fs:837"
code-creation,Function,0x65f440,288,"WriteStream.end fs:846"
code-creation,Function,0x65f5c0,241,"WriteStream.forceClose fs:855"
code-creation,Function,0x65f700,416," fs:866"
code-creation,Function,0x65f920,213,"WriteStream.forceClose fs:864"
code-creation,LazyCompile,0x724100,5226," fs:1"
function-creation,0x559270,0x724100
code-creation,CallIC,0x725bc0,147,"_compile"
code-creation,CallIC,0x725c60,127,"replace"
code-creation,CallIC,0x725d00,89,"StringReplaceRegExp"
code-creation,LoadIC,0x725d60,62,"regExp"
code-creation,CallIC,0x725da0,130,"extname"
code-creation,CallIC,0x725e40,127,"lastIndexOf"
code-creation,StoreIC,0x725ee0,88,"paths"
code-creation,StoreIC,0x725f40,128,"async"
code-creation,LoadIC,0x726100,73,"process"
code-creation,StoreIC,0x726160,128,"main"
code-creation,StoreIC,0x726200,88,"registerExtension"
code-creation,CallNormal,0x726260,789,"args_count: 2"
tick,0x17d3c8,0xbfffe1f0,0x0,0,0x64035f,0x59fc90,0x59385b,0x58bfb5,0x724219,0x64055a,0x59fc90,0x59fee2,0x640730,0x587f35,0x6418db,0x59f3f9
code-creation,Script,0x7265a0,99,"sys"
code-creation,CallIC,0x726640,130,"dirname"
code-creation,CallIC,0x7266e0,94,"apply"
code-creation,Stub,0x726760,150,"FastNewContextStub"
code-creation,Function,0x726800,236,"pad sys:197"
code-creation,Stub,0x726940,159,"FastCloneShallowArrayStub"
code-creation,Function,0x726a00,686,"timestamp sys:204"
code-creation,Function,0x726d40,644,"exports.print sys:3"
code-creation,Function,0x727060,673,"exports.puts sys:9"
code-creation,Function,0x7273a0,158,"exports.debug sys:15"
code-creation,Function,0x7274a0,645,"error.exports.error sys:19"
tick,0x20b60e,0xbfffd8d4,0x0,2,0x64055a,0x59fc90,0x59385b,0x58bfb5,0x724219,0x64055a,0x59fc90,0x59fee2,0x640730,0x587f35,0x6418db,0x59f3f9
code-creation,Function,0x7277c0,94," sys:49"
code-creation,Function,0x727860,94," sys:134"
code-creation,Function,0x727900,94,"str.
.str.split.
.map.join.
 sys:139"
code-creation,Function,0x728100,2210," sys:106"
code-creation,Stub,0x728b20,404,"GenericBinaryOpStub_ADD_OverwriteLeft_NoSmiInStub_RegArgs_R_UnknownType_Default"
code-creation,Function,0x728cc0,470," sys:165"
code-creation,Function,0x728f00,3033,"format sys:34"
code-creation,Function,0x729ce0,369,"exports.inspect sys:32"
code-creation,Function,0x72a100,798,"exports.p sys:187"
code-creation,Function,0x72a4c0,189,"exports.log sys:212"
code-creation,Function,0x72a5c0,607,"exports.exec sys:217"
code-creation,Function,0x72a8a0,70,"tempCtor sys:239"
code-creation,Function,0x72a920,206,"exports.inherits sys:238"
code-creation,LazyCompile,0x72aa60,786," sys:1"
function-creation,0x7051d8,0x72aa60
code-creation,CallIC,0x72aea0,127,"charAt"
code-creation,KeyedLoadIC,0x72af40,77,"events"
code-creation,LoadIC,0x72afa0,62,"moduleCache"
code-creation,LoadIC,0x72afe0,62,"replaceString"
code-creation,LoadIC,0x72b020,62,"subject"
code-creation,Script,0x72b060,99,"buffer"
code-creation,Function,0x72b100,228,"toHex buffer:5"
code-creation,Function,0x72b240,870,"Buffer.inspect buffer:10"
tick,0x11ae55,0xbfffdb00,0x0,2,0x64055a,0x59fc90,0x59385b,0x58bfb5,0x7242bb,0x64055a,0x59fc90,0x59fee2,0x640730,0x587f35,0x6418db,0x59f3f9
code-creation,Function,0x72b640,735,"Buffer.toString buffer:20"
code-creation,Function,0x72b9c0,505,"Buffer.write buffer:41"
code-creation,LazyCompile,0x72bc40,485," buffer:1"
function-creation,0x7058d4,0x72bc40
code-creation,LazyCompile,0x72c100,669,"ToPrimitive native runtime.js:481"
function-creation,0x55d5f8,0x72c100
code-creation,LazyCompile,0x72c400,516,"DefaultNumber native runtime.js:601"
function-creation,0x55fca0,0x72c400
code-creation,LazyCompile,0x72c680,86,"valueOf native v8natives.js:215"
function-creation,0x5602a4,0x72c680
code-creation,LazyCompile,0x72c720,86,"toString native v8natives.js:972"
function-creation,0x55fe54,0x72c720
code-creation,LazyCompile,0x72c7c0,516,"FunctionSourceString native v8natives.js:951"
function-creation,0x55ac34,0x72c7c0
code-creation,KeyedLoadIC,0x72ca40,77,"path"
code-creation,StoreIC,0x72caa0,121,"forceClose"
code-creation,CallPreMonomorphic,0x72cb20,154,"args_count: 5"
code-creation,LazyCompile,0x72cbc0,152,"toLowerCase native string.js:776"
function-creation,0x55dfc8,0x72cbc0
code-creation,Stub,0x72cca0,217,"GenericBinaryOpStub_ADD_Alloc_RegArgs_UnknownType_Strings"
code-creation,Stub,0x72cd80,436,"GenericBinaryOpStub_ADD_Alloc_RegArgs_UnknownType_Generic"
code-creation,LoadIC,0x72cf40,59,"encoding"
code-creation,CallMiss,0x72cf80,154,"args_count: 5"
code-creation,CallIC,0x72d020,124,"read"
tick,0x72b04f,0xbfffeb7c,0x55e1d8,0,0x64d90c,0x6401c1,0x64075d,0x587f35,0x6418db,0x59f3f9
code-creation,LazyCompile,0x72d0c0,873,"substring native string.js:707"
function-creation,0x55a570,0x72d0c0
code-creation,Stub,0x72d4c0,889,"SubString"
code-creation,LazyCompile,0x72d860,408,"SubString native string.js:214"
function-creation,0x55ff60,0x72d860
code-creation,Script,0x72da60,99,"/Users/chris/Documents/workspace_3.5/NodeHtmlParser/profile.getelement.js"
code-creation,CallIC,0x72db00,89,"SubString"
code-creation,Function,0x72db60,109,"getMillisecs /Users/chris/Documents/workspace_3.5/NodeHtmlParser/profile.getelement.js:10"
code-creation,Function,0x72dc20,432,"timeExecutions /Users/chris/Documents/workspace_3.5/NodeHtmlParser/profile.getelement.js:14"
code-creation,Function,0x72de20,189,"handler.htmlparser.DefaultHandler /Users/chris/Documents/workspace_3.5/NodeHtmlParser/profile.getelement.js:24"
code-creation,Function,0x72e100,233," /Users/chris/Documents/workspace_3.5/NodeHtmlParser/profile.getelement.js:33"
code-creation,LazyCompile,0x72e260,834," /Users/chris/Documents/workspace_3.5/NodeHtmlParser/profile.getelement.js:1"
function-creation,0x707594,0x72e260
code-creation,LazyCompile,0x72e6c0,302,"keys native v8natives.js:281"
function-creation,0x55ccf0,0x72e6c0
code-creation,LazyCompile,0x72e840,890,"substr native string.js:738"
function-creation,0x55f50c,0x72e840
code-creation,CallIC,0x72ec60,94,"exec"
code-creation,RegExp,0x72ece0,932,"^index\\.(js|node)$"
code-creation,LoadIC,0x72f0a0,61,"undefined"
code-creation,CallIC,0x72f0e0,127,"substring"
code-creation,LoadIC,0x72f180,62,"lastIndex"
code-creation,RegExp,0x72f1c0,811,"^https?:\\/\\/"
code-creation,RegExp,0x72f500,781,"\\.(js|node)$"
tick,0xbc77a,0xbfffe080,0x0,3,0x18920,0x5a03f1,0x5a082a,0x5a179f,0x5939cc,0x58bfb5,0x72e378,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
code-creation,LazyCompile,0x72f820,125,"CreateDate native apinatives.js:33"
function-creation,0x55fd20,0x72f820
code-creation,LazyCompile,0x72f8e0,343,"setTime native date.js:837"
function-creation,0x55cb00,0x72f8e0
code-creation,Stub,0x72faa0,165,"GenericUnaryOpStub_SUB_Alloc"
code-creation,LazyCompile,0x72fb60,474,"abs native math.js:45"
function-creation,0x55b418,0x72fb60
code-creation,LazyCompile,0x72fda0,112,"ToInteger native runtime.js:542"
function-creation,0x55fc30,0x72fda0
code-creation,LoadIC,0x72fe60,61,"$Date"
code-creation,CallIC,0x72fea0,112,"setTime"
code-creation,CallIC,0x72ff20,89,"ToNumber"
code-creation,CallIC,0x72ff80,89,"TimeClip"
code-creation,CallIC,0x730100,89,"$isFinite"
code-creation,CallIC,0x730160,89,"$abs"
code-creation,CallIC,0x7301c0,89,"ToInteger"
code-creation,CallIC,0x730220,89,"ToNumber"
code-creation,LoadIC,0x730280,62,"loaded"
code-creation,CallNormal,0x7302c0,789,"args_count: 1"
code-creation,CallIC,0x730600,127,"match"
code-creation,CallIC,0x7306a0,147,"_loadScriptSync"
code-creation,CallIC,0x730740,124,"open"
code-creation,CallNormal,0x7307e0,789,"args_count: 4"
code-creation,LoadIC,0x730b20,73,"encoding"
code-creation,CallIC,0x730b80,147,"toString"
code-creation,CallIC,0x730c20,127,"toLowerCase"
code-creation,CallIC,0x730cc0,141,"utf8Slice"
code-creation,CallIC,0x730d60,89,"ToPrimitive"
code-creation,CallIC,0x730dc0,124,"close"
code-creation,CallIC,0x730e60,150,"substring"
code-creation,Script,0x730f00,99,"/Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.js"
tick,0x1e2788,0xbfffc840,0x32b747,2,0x64035f,0x64075d,0x587f35,0x593ac5,0x58bfb5,0x72e378,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x1e1be0,0xbfffd2f0,0x32b72f,2,0x64055a,0x64075d,0x587f35,0x593ac5,0x58bfb5,0x72e378,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x1e1c00,0xbfffd1b0,0x32b72f,2,0x64055a,0x64075d,0x587f35,0x593ac5,0x58bfb5,0x72e378,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
code-creation,Function,0x730fa0,405,"runningInNode /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.js:26"
code-creation,Function,0x731180,126,"Parser /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.js:59"
code-creation,Function,0x731260,141,"RssHandler /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.js:414"
code-creation,Function,0x731340,609,"DefaultHandler /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.js:516"
code-creation,Function,0x731660,70,"tempCtor /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.js:746"
code-creation,Function,0x7316e0,206,"inherits /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.js:745"
code-creation,Function,0x731820,169,"Parser$parseComplete /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.js:80"
code-creation,Function,0x731920,310,"Parser$parseChunk /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.js:87"
code-creation,Function,0x731ac0,975,"Parser$done /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.js:95"
code-creation,Function,0x732100,356,"Parser$reset /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.js:120"
code-creation,Function,0x732300,1097,"Parser$parseTagAttribs /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.js:150"
code-creation,Function,0x7327e0,3615,"Parser$parseAttribs /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.js:164"
code-creation,Function,0x7337e0,459,"Parser$parseTagName /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.js:193"
tick,0x97298811,0xbfffd9fc,0xffffffff,2,0x64055a,0x64075d,0x587f35,0x593ac5,0x58bfb5,0x72e378,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x148336,0xbfffcc10,0x0,2,0x64055a,0x64075d,0x587f35,0x593ac5,0x58bfb5,0x72e378,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
code-creation,Stub,0x733a20,495,"GenericBinaryOpStub_ADD_OverwriteLeft_RegArgs_UnknownType_Default"
code-creation,Function,0x63a100,16845,"Parser$parseTags /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.js:204"
code-creation,Function,0x734100,844,"Parser$validateHandler /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.js:365"
code-creation,Function,0x734500,1733,"Parser$writeHandler /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.js:383"
code-creation,Function,0x734d00,229,"Parser$handleError /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.js:406"
code-creation,Stub,0x734e40,144,"FastNewContextStub"
code-creation,Function,0x734ee0,151," /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.js:423"
tick,0x161f3b,0xbfffd0f0,0x0,2,0x64055a,0x64075d,0x587f35,0x593ac5,0x58bfb5,0x72e378,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
code-creation,Function,0x734fc0,1876," /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.js:448"
code-creation,Function,0x736100,1866," /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.js:488"
code-creation,Function,0x7369e0,4524,"RssHandler$done /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.js:419"
code-creation,Function,0x738100,262,"DefaultHandler$_tagStack$last /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.js:559"
code-creation,Function,0x738260,243,"DefaultHandler$reset /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.js:555"
code-creation,Function,0x7383c0,156,"DefaultHandler$done /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.js:564"
code-creation,Function,0x7384a0,135,"DefaultHandler$writeTag /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.js:568"
code-creation,Function,0x738580,344,"DefaultHandler$writeText /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.js:571"
code-creation,Function,0x738740,135,"DefaultHandler$writeComment /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.js:577"
code-creation,Function,0x738820,135,"DefaultHandler$writeDirective /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.js:580"
code-creation,Function,0x738900,135,"DefaultHandler$error /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.js:583"
code-creation,Function,0x7389e0,292,"DefaultHandler$handleCallback /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.js:594"
code-creation,Function,0x738b60,4255,"DefaultHandler$handleElement /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.js:602"
tick,0xd8438,0xbfffca80,0x6e36e3,2,0x64055a,0x64075d,0x587f35,0x593ac5,0x58bfb5,0x72e378,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
code-creation,Function,0x73a100,1239,"DomUtils$testElement /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.js:658"
code-creation,Function,0x73a6c0,135," /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.js:697"
code-creation,Function,0x73a780,135,"getTest /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.js:695"
tick,0x103504,0xbfffccd0,0xffffffff,2,0x64055a,0x64075d,0x587f35,0x593ac5,0x58bfb5,0x72e378,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
code-creation,Stub,0x73a860,273,"CompareStub_GE_NO_NUMBER"
code-creation,Function,0x73a980,2470,"DomUtils$getElements /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.js:684"
code-creation,Function,0x73b4a0,293,"DomUtils$getElementById /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.js:731"
code-creation,Function,0x73b620,193,"DomUtils$getElementsByTagName /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.js:736"
code-creation,Function,0x73b740,193,"DomUtils$getElementsByTagType /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.js:740"
code-creation,Function,0x73c100,3411," /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.js:24"
code-creation,LazyCompile,0x73d220,424," /Users/chris/Documents/workspace_3.5/NodeHtmlParser/node-htmlparser.js:1"
function-creation,0x7077f0,0x73d220
code-creation,LoadIC,0x73d460,61,"StringCharAt"
code-creation,CallIC,0x73d4a0,99,"call"
